squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
24261,50,1,0,88,67586,4,2,2003,0,0,9151,5598,631,0,4,2437565.3
7006,79,1,1,37,38,5,5,2013,1,1,2484,7278,731,1,9,707042.3
40906,38,1,0,81,41029,9,9,2008,0,0,9059,965,216,0,9,4094554.8
79401,98,0,1,33,50487,5,6,1996,0,0,7666,5102,963,0,3,7941702.6
20991,5,0,1,99,22943,10,8,2016,1,0,7115,1050,939,1,4,2104487.6
74880,26,0,1,30,17552,3,7,2003,1,0,3272,5507,238,0,7,7497502.3
87699,38,1,1,36,44250,9,4,2000,0,0,35,8478,552,0,1,8777421
82827,39,1,0,7,54833,1,9,2010,1,0,5153,4147,410,0,3,8287639.1
86258,50,1,1,55,3872,10,2,1998,0,1,7248,7409,512,0,3,8632872.8
70574,77,1,0,54,43510,7,5,2016,1,1,7626,949,549,1,4,7064747.6
62690,80,0,1,38,61860,5,5,2017,1,0,6824,5286,314,1,2,6272808.7
40372,69,0,1,74,3818,4,7,2000,1,0,10000,8194,1000,0,3,4042590.1
92675,5,1,0,15,20452,7,5,2017,0,0,7337,9785,476,1,3,9274886.7
38765,25,0,0,54,69479,4,6,2003,0,1,3835,8249,866,1,0,3882491.3
3524,46,1,1,78,501,8,6,1999,1,1,8823,8404,829,0,9,362218.9
12865,4,1,1,65,56775,9,3,2000,0,1,205,9696,108,1,9,1294048
20795,84,0,0,24,14611,10,7,2000,0,1,4152,5238,869,0,5,2083472.1
99365,94,0,0,60,86141,5,3,2000,0,0,7538,6470,402,1,3,9947716.2
65816,52,0,1,38,51501,10,6,1999,0,1,877,5189,302,0,8,6590874.9
18106,50,0,0,35,50124,6,9,1995,1,1,5795,6368,424,1,8,1813621.5
33764,42,1,0,74,95913,6,2,2007,1,1,3835,6524,600,1,7,3389722.7
64602,37,1,0,63,27552,6,5,2016,1,0,763,8266,394,1,8,6467513.6
21112,38,1,1,37,58173,2,5,2019,1,0,3254,4275,536,1,5,2121485.9
14465,41,0,1,5,97795,9,5,2000,1,0,7664,7651,214,0,6,1452025
27569,99,0,0,75,75363,7,8,1999,0,0,4526,75,504,1,8,2765641.9
24280,88,0,0,44,37338,4,5,1998,1,0,3650,3500,509,1,9,2433903.8
78916,29,0,0,18,24554,5,5,2009,1,0,2869,6724,242,1,3,7897498.9
64697,18,0,0,64,94512,10,2,2005,0,1,10000,8442,127,0,6,6474788.5
7863,86,1,0,63,23170,2,2,1993,0,0,1657,7124,413,1,7,788123.3
82629,26,0,1,60,99624,9,2,2020,1,1,8299,6348,953,0,0,8267316.2
38926,11,1,1,6,41410,6,7,2007,1,1,6959,1056,732,0,8,3902208.7
59172,45,1,0,59,82475,5,5,1995,0,1,1437,5853,121,0,1,5927710.5
58628,98,0,1,83,74609,3,1,2000,1,0,8174,3198,811,0,0,5868912.1
17857,34,1,1,12,70162,7,4,1997,0,0,4149,5229,267,1,1,1791426.7
32604,41,1,0,51,35331,4,10,2009,1,0,6356,3601,674,0,1,3263791.9
13642,66,1,1,47,8723,10,4,2017,1,1,9151,7101,681,1,8,1373231.7
41926,87,1,0,58,35744,2,10,2019,0,1,8935,9949,245,0,2,4197897.9
93443,80,1,0,14,74734,6,8,2015,1,0,9989,3789,739,1,6,9349955.5
87637,48,0,0,64,26185,2,5,2000,1,1,5614,315,324,0,9,8769314.1
73888,54,0,1,50,69295,9,6,2019,1,0,468,646,901,1,4,7403575.9
958,30,1,1,80,77721,4,7,2016,0,1,9607,6010,826,1,7,99445.6
78304,100,1,0,78,7804,5,7,2000,1,1,7836,6057,489,0,9,7838249
7535,75,0,1,19,28259,2,2,2000,1,0,5068,7137,229,0,8,756107.2
74880,50,0,1,54,23261,10,5,2003,0,1,3231,9676,212,0,3,7497502.3
86375,3,1,0,69,44275,9,9,1996,1,0,7427,4224,496,0,5,8643370
73553,49,1,1,37,8115,5,3,2009,0,0,8145,1531,489,0,5,7362215.9
39337,56,0,1,44,56085,8,1,2017,0,1,7500,4395,801,0,8,3939660.7
75801,70,0,1,97,60503,3,10,2000,1,1,637,2929,171,0,8,7590022.2
83530,15,0,1,56,79838,8,5,1999,1,0,8279,1248,401,0,9,8358735.9
49909,3,1,1,12,4547,4,10,2006,1,1,4792,3524,228,0,4,4994456.6
96708,25,1,0,50,49753,9,8,2009,0,1,6539,9627,402,0,8,9677130.9
65723,25,0,0,32,42653,7,6,2008,1,1,7236,8275,327,0,9,6578284.8
85955,26,0,1,56,11254,2,3,2015,1,0,2271,2221,408,0,0,8601595.5
70722,58,1,0,37,95378,9,10,2016,0,1,2147,4155,427,0,2,7076626.6
64717,37,0,1,37,82647,6,9,2008,1,0,5515,9952,237,0,6,6484598.8
91440,100,0,0,50,26294,6,1,1994,1,1,6382,9281,986,0,4,9150599.4
8928,8,0,1,13,48026,8,7,2018,0,0,4996,6612,101,1,4,896505.8
61502,61,0,0,36,27131,2,10,2019,1,1,7278,4708,549,0,5,6158082.9
92770,98,1,1,81,6349,3,2,2000,0,0,2531,1103,416,1,3,9282866.1
58626,59,1,0,45,19351,5,3,1993,1,1,1473,7414,118,0,2,5866206.3
7101,63,0,1,17,88604,7,8,2000,1,0,3580,6148,614,0,8,715591.2
45524,14,1,1,85,16796,4,9,1993,0,1,2522,4037,404,1,6,4557896.3
22663,20,0,0,34,22943,2,5,1998,0,0,3179,2279,306,1,8,2271081.8
78576,37,0,0,50,87083,10,10,2016,0,1,5262,1684,308,0,6,7861426.6
9632,24,1,1,69,48780,3,4,2015,1,0,8810,1237,812,0,8,975297.5
69866,38,1,0,76,9768,3,8,2004,0,1,1757,2609,356,1,7,6995283.4
89173,74,1,0,38,74824,4,9,2009,1,1,1551,7805,873,0,4,8921642.9
62711,49,0,0,35,42683,8,5,2007,0,1,4711,1376,417,0,8,6272944.7
39104,30,1,0,35,73909,5,8,2017,1,1,9565,9889,919,0,1,3920958.7
12448,26,1,0,7,87159,2,2,2003,1,0,8173,4500,851,1,5,1249624.3
33956,52,0,1,80,85543,5,8,2000,0,1,3535,7336,910,0,3,3404280.1
49779,65,1,1,61,83549,10,6,2006,1,0,5184,2553,496,1,6,4986710.6
1549,61,0,0,35,63227,4,2,1999,1,0,7018,4794,647,0,0,165820.9
94695,92,0,1,75,1798,1,4,2000,1,1,9489,4511,549,1,10,9478421.2
1682,8,1,0,18,5442,7,6,2017,1,1,2726,5075,707,1,4,174918.7
9737,9,0,0,46,30135,7,1,2007,0,1,1740,7011,615,1,0,979748.7
37647,54,0,1,5,59181,7,10,2017,0,0,8121,460,810,0,8,3770389.7
80909,47,0,0,37,91469,6,8,2019,1,0,5654,6510,168,1,4,8094783.9
45370,69,1,1,50,57555,4,8,2010,0,1,5264,4706,245,1,1,4545301.1
61839,9,1,0,34,5498,1,3,2009,1,1,9053,4996,277,0,2,6189722.9
72798,49,1,1,21,91494,10,9,2007,0,1,2172,4552,359,1,5,7290431.7
10876,42,0,0,64,13007,4,9,1991,1,0,4778,6823,137,0,5,1089783
7438,49,1,0,69,56262,10,10,2003,0,1,4383,7088,886,0,5,753012.3
55434,35,1,0,97,1080,8,8,2015,0,1,8474,5811,986,0,7,5547739.5
37410,50,0,1,55,3830,1,9,2007,0,0,6935,6435,675,0,8,3743925.7
17368,87,1,1,17,21239,7,2,2000,0,1,2336,4240,122,0,8,1745031.1
24390,59,1,1,34,5872,7,9,2000,0,0,7964,2485,642,1,6,2446317.2
3963,35,1,0,37,10242,10,4,2009,1,1,7175,9708,307,0,6,408380.9
7954,38,1,0,45,26173,8,6,2000,0,0,6561,2325,446,0,7,803694
27451,26,0,1,12,32205,4,2,2015,0,1,934,3608,225,1,6,2747145.5
64492,34,1,1,45,83771,5,9,2014,1,1,4149,1119,524,1,8,6459748.4
39799,17,0,1,75,24010,8,6,1993,1,0,1244,1445,981,0,9,3984987.3
33612,74,1,0,33,72034,5,6,1995,1,0,817,5196,832,0,2,3364167.5
28600,65,1,1,87,6968,8,6,2017,1,0,5652,9291,415,0,3,2869556.7
66705,18,1,0,10,76264,10,10,2007,1,1,2598,3122,378,0,7,6672336.7
88997,83,0,1,32,77840,4,7,2003,1,1,7270,6556,404,0,2,8909466.3
74689,85,0,1,37,23829,9,4,2008,0,0,8735,7176,236,0,0,7484096.8
82141,57,1,0,81,42670,8,3,2019,1,1,7173,6896,613,1,6,8225970.9
9380,86,0,1,80,36609,4,2,2013,1,0,6051,5290,738,0,9,945451.3
2041,38,1,0,84,49263,1,10,2014,1,0,3175,7147,283,0,6,210233.4
28617,10,1,0,66,69350,5,3,2003,1,0,2146,3408,962,1,9,2866459.3
74190,37,1,0,42,25155,1,7,2017,0,1,4407,4436,108,1,8,7425893.7
9088,22,0,1,58,53434,6,3,2008,1,0,783,2513,618,0,9,913263.8
57182,92,1,0,52,14402,1,1,2000,1,1,6282,5161,329,0,1,5728972.2
74693,27,0,1,87,87645,6,10,1997,1,0,6469,1698,386,1,7,7476380.7
99740,36,1,1,50,27168,7,4,1995,1,1,32,6093,871,0,0,9983872.5
37065,24,0,0,40,45536,2,6,1998,0,0,9075,9718,745,0,4,3709895.8
9632,10,0,1,27,59194,3,5,2015,0,1,5275,717,225,1,0,975297.5
26229,64,1,1,77,18182,5,3,2003,0,1,9789,2755,923,0,7,2634608.3
84747,78,1,0,98,15443,5,5,2014,1,0,3483,3491,616,0,9,8483566.4
34713,60,1,1,8,12151,10,7,1990,1,0,7965,8569,636,0,4,3475991
28920,45,0,1,14,92588,9,3,2007,1,1,7274,5657,701,0,0,2901901.7
71171,42,1,1,70,8926,6,8,1995,1,1,618,7896,378,1,4,7127415.1
96853,89,1,0,62,91245,1,10,2007,1,0,8498,837,672,1,10,9689548.7
59159,76,1,0,78,74577,4,6,2017,1,0,2569,5389,981,1,7,5921171.7
39925,34,0,1,67,19155,9,5,2009,1,1,8543,5574,818,0,2,3999341.9
72100,96,0,1,56,15234,10,6,2015,1,0,705,4395,864,1,8,7226586.5
28056,63,1,0,75,3915,5,7,2017,1,1,4917,6342,831,0,0,2811125.7
1260,89,1,0,10,91835,2,7,2016,0,0,8787,2627,631,0,2,131538.6
23172,86,0,0,21,69446,5,8,2015,0,1,4510,1045,435,0,10,2319447.5
60450,98,0,0,41,97113,5,4,2018,0,0,6475,6151,545,1,10,6049182.8
29827,64,1,1,65,23139,9,4,2013,0,1,9373,4578,197,0,9,2990376.3
9088,16,0,0,38,88234,1,5,2008,0,1,6343,7498,780,0,5,913263.8
32910,58,0,1,69,92975,7,6,2000,1,1,1204,3477,677,1,7,3301042
26444,12,1,0,44,5572,8,10,2017,1,0,9168,4116,984,0,9,2649524.7
49810,86,1,0,60,66317,5,2,2020,1,0,4784,8710,664,1,5,4988534
86196,38,0,1,16,1448,8,2,1998,0,0,1421,6434,280,1,10,8632393.8
51777,7,1,1,45,63839,7,1,2007,1,1,7718,5586,563,1,7,5186005.7
48032,65,1,1,38,46272,8,6,2016,0,1,6379,5310,378,0,5,4810320.6
96720,99,0,1,37,64877,8,1,1994,1,1,783,803,226,1,10,9680680.4
97831,38,1,1,14,27160,4,2,2004,0,1,2728,5525,274,0,2,9790034.4
72781,54,0,1,18,14281,5,1,2019,0,0,7779,3025,257,0,5,7280626.9
16495,95,0,1,94,19811,3,5,2000,1,1,5245,6229,434,1,2,1650711.1
64732,26,0,1,86,92381,8,9,1995,1,0,274,720,924,1,8,6479107.5
15765,89,1,1,37,13451,9,3,2019,0,0,7998,4515,959,1,3,1582487.9
31616,24,0,0,36,35236,4,1,2008,0,0,7886,8145,775,1,5,3166791.8
55485,74,1,0,13,15250,1,6,2013,0,1,8050,6766,338,1,9,5555218.3
78088,41,0,0,6,77690,3,4,1994,0,1,782,2035,186,0,9,7809475.4
22752,84,1,1,52,96233,9,1,2008,1,0,7700,4359,377,1,4,2284238.8
28655,49,0,1,17,37828,5,8,1994,0,1,959,7940,981,1,7,2876205.4
62029,47,0,0,7,5727,8,3,2013,0,0,8231,4958,579,1,4,6208532.3
187,26,1,0,74,31180,6,2,2019,0,0,8655,8746,374,0,8,26533.9
43084,50,1,1,51,33540,9,5,2018,0,0,7387,8377,268,0,6,4312866.8
37717,35,1,1,86,94675,7,7,1998,1,0,1197,2310,350,1,2,3779961.8
14639,84,1,1,5,74405,8,8,2000,1,0,8594,4325,234,0,7,1467522.1
7512,43,1,1,38,35469,9,4,1999,1,0,4784,1037,975,1,6,758423.9
13087,42,0,0,76,40475,8,4,2004,0,1,9845,559,824,0,0,1320803.4
33742,68,1,0,55,9591,7,8,1993,0,0,2426,3508,896,0,9,3385270.3
11513,49,1,1,38,78036,2,8,2018,1,0,7728,7391,171,0,5,1160638.8
38315,70,0,0,12,64384,6,6,2000,0,1,5358,4922,727,1,3,3839110
62532,53,1,1,48,78418,2,8,1998,0,0,7753,4396,429,0,5,6261175.8
81319,85,1,0,88,24222,7,8,2000,1,1,3336,3040,633,0,3,8141470
36795,6,1,0,84,55862,7,9,2005,0,0,2351,5016,454,0,6,3682712.5
3963,98,1,0,51,90631,6,7,2009,0,1,6411,9342,802,1,8,408380.9
5767,27,1,1,82,20394,4,4,1996,0,1,7430,553,786,1,2,583642.6
6885,57,0,1,12,5834,7,5,2019,0,1,3855,8647,949,0,9,692409.9
7288,38,0,0,76,57704,3,5,2015,1,0,7381,4952,782,0,8,734763.5
9008,57,0,1,50,47931,6,4,2004,1,0,4952,6744,474,1,6,904516.4
14621,76,0,0,50,28638,6,8,1996,1,0,755,7957,393,1,3,1465123.6
86526,60,1,0,89,66328,4,8,1993,1,1,2470,3981,810,0,10,8668619.3
90404,50,0,1,34,32439,4,9,2004,0,0,8192,5243,431,1,7,9048377.4
52169,41,0,1,36,75658,1,8,2020,0,1,6428,3294,123,0,8,5221936.1
34060,42,1,1,4,37198,5,1,1998,1,1,7188,8181,430,0,1,3414055.8
97854,34,0,1,82,694,8,8,2000,0,1,1911,3430,165,1,10,9794720.2
80823,37,1,0,31,47041,9,3,2004,0,0,6327,6728,307,1,5,8088333.4
59318,99,1,0,41,79667,7,3,2000,1,0,5990,9619,425,0,9,5939275.2
36417,6,1,1,12,8149,9,5,2000,0,0,3636,7122,269,0,8,3645155
79338,38,1,0,80,74577,1,7,2014,0,1,8057,7155,124,0,10,7943850.4
39664,19,1,0,38,77062,4,1,1997,0,0,5166,8235,877,1,3,3973483.7
11986,85,1,0,9,866,1,7,2014,0,1,7276,6035,770,0,6,1207946.4
4813,1,1,0,70,15094,3,4,2000,0,0,3233,6797,117,1,8,495134.2
29004,33,1,1,69,99606,5,7,2020,1,1,991,5460,365,0,9,2905549.2
82587,89,0,0,61,95442,7,3,2008,1,0,9284,7144,736,1,8,8262678.1
2314,61,1,0,86,90664,4,5,2008,1,1,7089,4127,671,0,7,241260.8
2609,86,0,1,65,47836,3,8,2000,0,1,7245,524,214,1,0,270146.2
7591,98,0,0,69,21010,1,4,2000,0,0,6989,3267,995,1,1,765190.2
39591,57,0,1,58,62003,8,9,2000,0,1,1256,1093,619,1,7,3967203.1
4489,53,0,1,6,80873,7,1,1996,0,0,8509,8693,205,1,5,453812.6
54323,61,1,0,64,78948,7,7,2015,0,0,9794,8397,210,1,6,5442454.5
22468,42,0,0,87,54310,10,7,2013,0,0,7799,5447,561,0,1,2248298.3
45732,68,0,1,62,85113,3,1,2008,0,1,8433,4594,561,1,6,4583088.1
7364,60,1,0,85,11526,5,1,2000,0,1,1192,8690,721,1,9,746098
88182,2,1,1,82,33654,10,9,2014,0,0,5422,4409,353,1,8,8830006.4
91702,25,0,0,78,5932,6,9,2013,0,1,6791,880,129,0,3,9172843.3
62942,20,0,1,81,44354,5,3,2015,1,1,4976,919,735,1,4,6299991.5
91501,79,0,1,5,79841,2,8,2003,1,1,8172,9696,248,0,8,9154474.3
43890,38,0,0,37,28313,8,10,2018,0,1,3924,4449,586,0,7,4392741.8
80378,34,1,1,19,29959,7,9,2004,1,0,1736,6918,419,1,8,8045164.4
27279,69,0,0,38,40410,4,3,2003,1,1,7715,4187,215,1,4,2739499.3
55289,87,0,0,36,8389,2,8,2019,1,0,8436,9342,406,1,5,5531801.9
92074,55,0,1,14,62115,8,2,1993,1,1,8529,3509,681,1,10,9214730.3
54977,51,0,0,68,64231,1,5,2004,1,0,4652,8100,563,0,7,5498970.4
53313,56,0,0,38,61053,3,9,2003,0,1,6018,7229,670,0,3,5335501.3
50336,76,1,1,98,10876,4,10,1996,1,0,8266,9575,451,0,4,5041774.6
43890,78,0,0,89,83534,5,8,2018,0,0,5131,5660,269,0,5,4392741.8
37410,25,1,0,88,94407,9,3,2007,0,0,64,4224,976,0,8,3743925.7
28320,42,0,0,1,3545,1,5,2017,0,1,1721,5719,381,0,0,2833009.7
58041,86,1,1,54,43266,5,9,2016,0,0,5284,9513,195,0,6,5810358.6
33108,88,0,0,54,82016,5,9,2016,0,1,874,2183,989,0,2,3316069.6
28238,64,0,1,6,22064,6,8,2000,1,1,6478,228,155,0,6,2828215
3990,49,1,0,51,83501,8,7,1996,1,1,1437,9597,186,0,4,404538.6
81394,37,0,0,13,67229,2,2,2009,0,0,816,3432,713,1,6,8145950.9
36343,9,0,1,69,1448,6,7,2013,0,1,9733,7418,812,0,4,3641586.3
47749,50,0,0,77,83552,5,6,2014,0,1,6433,203,514,0,5,4776741.4
99609,12,0,0,41,93978,6,1,1996,0,1,2680,9058,501,0,2,9967075.6
77198,45,1,0,73,57146,9,5,2006,1,1,7181,5511,414,0,2,7725844.6
26611,98,0,0,82,14698,1,8,2000,0,1,1285,5210,398,1,1,2662493.2
25897,98,1,0,19,50763,6,8,1993,0,1,9799,4795,537,1,8,2598763.3
71701,18,0,0,23,85755,10,9,2006,1,0,469,546,377,0,7,7171334.6
604,58,0,1,56,78440,3,6,2005,0,1,8251,3494,648,0,5,71250.5
47061,85,0,1,69,24471,5,5,2018,1,1,3827,7401,883,0,7,4713648.8
39549,83,1,1,7,42527,5,5,2000,1,1,9199,8122,970,1,5,3959426.2
24972,85,0,1,68,35787,10,6,2007,1,1,4334,974,879,0,2,2511380.7
29141,76,1,1,67,94757,8,4,1999,0,1,3249,69,418,0,3,2926194.9
6118,24,1,0,9,95781,5,9,2019,0,0,6158,744,955,1,0,616891.9
43920,37,0,0,61,86155,8,8,2003,1,0,7728,9299,216,1,2,4396723.3
28655,18,0,1,53,78384,9,7,1994,0,1,464,7836,969,0,4,2876205.4
8904,41,0,1,78,19405,2,2,2000,1,1,872,6177,220,1,0,898429.1
51036,100,0,0,10,46536,5,1,1998,1,1,478,937,412,1,3,5105099.8
70837,46,1,1,36,93825,2,10,2013,0,0,88,9771,934,0,3,7089763.3
16114,34,1,1,78,33554,3,7,2000,1,1,6293,1754,763,1,6,1620468
51827,47,1,0,45,93576,6,9,2007,1,0,3734,5075,569,1,4,5192441.7
28192,8,0,0,34,35450,10,9,2000,1,1,6782,3513,999,0,1,2820880
63099,32,1,1,89,52968,8,9,1998,0,0,8935,3208,425,0,6,6319109.8
46211,64,1,1,33,57918,9,1,2003,1,1,8333,1773,696,1,8,4629859.3
35307,25,1,0,50,4414,3,1,2000,1,0,8363,5759,198,0,7,3534202
49942,4,0,0,94,56755,6,6,2008,0,1,8566,9374,413,1,9,5003821.8
20755,76,1,1,34,6915,6,10,2007,0,0,1313,637,378,1,1,2083312.7
83512,74,1,1,20,70871,8,6,2005,1,0,469,8278,805,1,4,8358211.5
16046,26,0,0,50,44535,4,4,2017,1,0,7919,5073,116,0,4,1606409.7
17794,33,1,0,82,57668,5,6,2000,1,0,7713,7497,249,0,5,1782969
15731,35,1,0,44,1906,7,6,2003,0,1,7248,4194,959,0,5,1582940.3
46195,79,1,1,38,33553,8,1,2000,0,1,3416,7497,707,1,0,4631239.2
79298,57,0,1,64,58496,2,3,2007,1,1,2025,2398,496,1,5,7935780.7
43729,38,0,1,78,47628,6,6,2000,1,0,123,7349,945,0,5,4386441
92335,12,1,1,80,52973,2,5,1999,0,1,8290,4860,575,0,10,9237950.9
1407,13,1,0,29,96428,3,9,1995,1,1,4303,1052,181,0,3,147495.5
2314,85,0,0,86,49589,7,1,2008,1,1,2566,6606,608,0,8,241260.8
32689,26,1,1,99,85745,4,6,1996,0,1,7739,327,626,1,4,3276617.6
65797,78,1,0,89,69669,8,10,2000,1,0,5557,2593,333,1,3,6584708.2
71061,55,0,0,99,53656,5,5,2018,1,1,979,4794,739,0,6,7118344.8
90703,55,1,1,41,83679,3,7,2014,1,1,9796,4147,428,1,3,9082664.4
7808,35,1,1,16,47651,4,8,2008,0,0,3492,9057,879,1,9,789027.8
31419,35,0,1,4,80966,7,1,2009,1,0,7149,9493,114,1,4,3147602.9
8583,58,0,1,80,61094,6,3,2015,1,0,5833,2457,199,0,1,868189.5
92618,64,1,1,38,69665,2,4,2020,1,1,6347,5840,775,1,9,9267692
8649,22,1,0,63,83520,10,10,2003,0,0,689,9028,786,0,9,866991.3
30510,55,1,0,37,85114,1,3,1993,0,1,478,852,624,0,3,3057646.3
95762,24,0,0,38,20243,2,8,2003,1,0,4254,3307,216,0,6,9586445.3
19649,19,1,1,26,87255,9,1,1999,1,0,7113,8,170,1,2,1970018.9
17307,16,0,0,8,81794,5,5,2006,1,1,3884,2117,864,1,4,1740869.6
98764,66,0,1,36,95164,8,4,2006,1,0,1335,5197,455,1,10,9879117.6
36477,8,0,0,41,55962,1,5,2000,0,0,8174,4753,576,0,0,3649873.1
23971,41,0,1,7,54421,10,8,2005,1,0,7889,8809,140,0,7,2402438.5
4052,5,1,0,80,56379,1,5,2000,1,1,8031,803,671,1,1,416251.2
47149,83,0,0,65,50259,4,5,2013,1,1,9253,132,303,0,3,4722631.3
95409,62,0,1,77,70110,5,6,2003,0,0,7267,7144,574,0,7,9544720.3
2877,71,1,0,15,9241,10,1,1995,1,0,4179,1338,455,1,9,296378.5
7490,38,0,1,37,90537,2,6,1996,0,0,2785,6643,631,0,5,753009.6
76231,17,0,0,50,54996,8,3,2016,1,1,1637,467,109,1,2,7630312.6
31040,55,1,1,9,62211,1,3,2003,1,1,8377,1155,120,1,1,3108830.3
89124,62,0,1,12,14659,5,8,2003,0,0,5754,1473,924,0,8,8919357.3
123,22,0,1,50,5758,4,3,2000,0,1,3136,6674,923,0,5,13229.1
61346,79,0,1,14,86523,4,6,2009,0,1,7581,5657,559,0,7,6141452.9
3996,37,1,0,83,90254,9,4,1999,0,0,3247,4246,982,1,0,402010.9
23554,86,1,1,17,1736,2,5,2000,1,1,437,1777,434,1,8,2365037
13349,3,1,1,69,7270,1,7,2004,0,1,6570,3281,136,1,6,1339458.4
78122,61,0,0,28,13779,7,7,2018,1,1,6974,927,871,0,7,7815968.8
4489,5,1,1,22,80868,2,10,1996,0,0,5136,4349,711,1,0,453812.6
54050,64,1,0,35,49185,6,6,2019,1,1,8953,8440,195,0,5,5411419.9
13323,58,1,0,39,14581,3,6,2019,0,1,3958,4222,313,1,10,1344350.9
7113,38,1,1,81,94411,10,3,2014,1,0,7753,4977,527,0,7,721332.4
56296,35,1,0,12,52593,3,7,2016,0,1,8249,8339,563,1,8,5637090.6
30159,38,1,1,9,86880,6,5,2013,0,0,5369,3143,114,0,1,3021149.3
94695,91,1,1,50,5386,10,8,2000,1,0,5367,4028,592,1,8,9478421.2
9629,56,0,1,6,11603,8,3,2004,1,1,3437,7240,226,0,7,968526.4
69311,80,1,0,79,68673,1,8,2016,0,0,4357,5948,501,0,3,6939575.6
13321,50,0,0,56,26340,9,8,1998,0,1,1976,875,946,1,7,1334061.8
59810,64,0,0,50,3345,3,4,2016,1,0,3288,8160,445,0,4,5991500.6
32156,49,0,1,54,5627,7,8,2009,1,1,8889,4901,833,1,2,3223835.9
37410,26,1,0,88,38497,1,7,2007,1,0,6770,8121,158,1,8,3743925.7
38700,11,1,1,100,30809,8,5,2000,0,0,3850,7700,775,0,2,3874846.2
44484,43,1,1,83,96128,9,3,2005,1,0,6133,7651,973,0,0,4451848.5
1440,64,0,1,18,14068,5,9,1994,0,0,782,1438,236,0,10,146708.4
66050,81,1,1,89,91331,8,5,2018,0,0,4244,923,433,1,10,6616556.8
94981,54,0,1,39,68834,8,8,2015,1,1,6431,7472,558,1,0,9511938.5
30226,26,1,0,37,95965,5,9,2007,0,0,7889,2747,423,1,2,3039243.7
25316,58,1,0,45,22827,4,9,1999,0,1,7473,937,273,0,7,2535882.9
59735,69,0,1,46,33073,5,5,2009,1,0,5778,2275,981,0,5,5984019.9
10966,6,0,1,8,79754,9,6,1997,0,0,6445,6066,538,0,2,1101642.7
47006,56,1,1,76,36132,8,8,2010,0,0,8889,6111,674,0,5,4707341.1
66851,94,1,1,69,59896,10,7,2000,1,0,7764,9275,705,1,2,6691843
45370,81,1,0,57,47070,5,7,2012,0,0,1311,8019,237,1,7,4545472.1
47582,56,0,1,51,38250,1,7,2017,0,1,8824,7729,705,0,0,4771608.7
16411,13,1,1,63,14675,4,3,2000,1,1,8798,4918,629,1,5,1652454
18101,4,0,1,81,77510,1,4,2000,0,0,7265,7498,377,0,3,1824739.2
1189,70,1,0,41,75398,10,7,2000,1,0,8758,5217,125,1,1,123054.2
97843,38,0,1,94,21238,2,3,2000,0,0,1911,1745,590,0,0,9790045.2
22136,27,0,0,35,47709,9,7,2007,0,1,5173,4667,814,1,10,2218930.7
44593,39,1,0,21,65569,6,7,2015,1,1,7330,7926,470,1,7,4465177.5
39756,55,0,1,18,59407,8,5,1995,0,1,7845,4387,260,0,9,3981216.5
44223,18,0,1,25,32183,8,7,1998,0,1,5303,9841,371,0,2,4431171.8
55709,30,0,0,81,4337,6,10,2015,1,1,4198,2506,909,1,9,5574634.5
97952,93,1,1,7,29650,5,4,2000,0,0,5786,1791,298,0,4,9802960.2
8698,4,1,0,84,78378,7,7,2000,1,0,7416,3204,242,1,9,880449
60619,38,1,0,52,81829,2,7,2015,0,0,8171,1261,954,0,9,6073407.5
12020,49,1,1,7,93552,7,6,2020,1,1,7226,4679,122,1,8,1212214.1
97810,86,0,1,62,42617,5,9,2000,1,0,9533,187,515,1,0,9788542
86019,64,0,1,91,90843,8,5,2014,1,0,836,9488,918,0,4,8611760.4
26851,88,1,1,50,8192,4,9,2000,1,0,8435,4308,374,0,2,2696192.1
24511,39,0,0,35,50297,8,3,2015,0,1,6424,1214,383,0,8,2454663.5
8719,34,1,0,43,80322,2,1,2009,0,1,9278,3178,747,1,8,875876.9
89168,89,0,1,41,90745,10,3,1996,1,0,8642,7791,122,0,0,8921146.1
9780,89,1,0,18,66810,2,8,2000,0,1,2741,1645,844,0,3,982222.2
95828,38,1,1,50,76615,2,5,1994,1,1,732,1562,377,1,7,9589468.4
55727,82,0,1,35,64240,5,3,2016,0,0,8163,9438,217,0,10,5574845.6
8626,38,1,1,13,67132,2,2,1994,1,1,2676,6685,933,1,8,863829.4
4187,79,1,0,56,7742,5,2,2004,1,1,6242,7004,956,1,1,421086.4
59850,60,1,0,57,18657,8,3,2006,0,0,4511,2845,323,0,5,5990534.6
51781,11,1,0,87,95974,7,6,2000,0,1,4892,6377,212,0,5,5184433.1
82284,42,1,1,97,77572,2,10,2015,1,0,8836,7122,184,1,1,8236956.5
97831,18,0,1,78,24666,6,6,2004,1,1,2840,7620,520,0,3,9790034.4
66570,9,0,1,19,95922,3,10,2008,1,0,4781,7837,473,1,10,6657976.8
99952,37,1,1,13,87059,9,9,2000,0,1,812,7588,192,0,7,9998411
17934,50,1,0,50,8626,4,6,2013,1,1,7789,5078,880,1,9,1801096.3
70872,55,0,0,36,56486,8,8,2003,1,0,6431,3243,537,1,7,7092845.3
77165,38,0,0,85,30196,5,9,2018,0,0,4731,771,639,0,9,7719488.8
