CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
310,0,0,192,0,971,850.6,90,67.31
500,0,0,200,0,1125,613,3,4.57
427.5,47.5,0,228,0,932,594,90,53.58
480,0,0,192,0,936,721,90,68.75
133,200,0,192,0,927.4,839.2,90,53.39
389.9,189,0,145.9,22,944.7,694.9,3,12.05
266,114,0,228,0,932,670,90,47.71
261,100,78,171,10,936,763,28,41.16
182,0,0,170.2,8.2,1059.4,780.7,28,72.1
362.6,189,0,164.9,11.6,944.7,755.8,91,36.84
133,0,0,192,0,927.4,839.2,7,14.5
500,0,0,200,0,1125,613,90,39.7
397,0,0,185.7,0,1134.3,785.6,28,38.6
385,0,0,186,0,966,763,28,36.3
339.2,0,0,185.7,0,1069.2,754.3,7,14.4
531.3,0,0,141.8,28.2,852.1,893.7,28,71.3
133.1,210.7,0,197.9,7,949.4,696.7,90,54.28
525,0,0,189,0,1125,613,90,66.78
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,21.6
339,0,0,197,0,968,781,180,45.37
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,46.23
322,0,0,203,0,974,800,180,24.28
326,0,0,178,8.9,870,822,28,56.61
326,0,0,184,9,870,778,28,69.66
382.5,0,0,185.7,0,940.6,664.3,56,53.96
400,0,0,200,0,1025,745,28,37.91
225,0,0,184,0,1113,833,28,33.96
302,0,0,203,0,974,817,90,47.1
500,0,0,200,0,1125,613,28,63.4
165,0,132.1,163.3,0,1005.6,900.9,14,15.82
157,236,0,192,0,940.6,781.2,7,24.4
252,0,0,185,0,1111,784,28,31.54
230,0,118.3,195.5,6.1,1028.4,758.6,7,26.86
427.5,47.5,0,228,0,932,594,270,38.7
168,42.2,163.8,121.8,5.7,1058.7,780.7,14,25.18
182,45.2,122,170.2,8.2,1059.4,780.7,7,10.79
525,0,0,189,0,1125,613,7,38.6
234,156,0,189,7,981,760,28,32.96
266,114,0,228,0,932,670,365,39.64
380,0,0,228,0,932,670,28,33.94
190.7,0,125.4,162.1,7.8,1090,804,14,23.52
295,0,94,193,11,968,801,120,48.72
133,200,0,192,0,927.4,839.2,7,17.2
200,200,0,190,0,1145,660,28,66.42
212.5,0,100.4,159.3,8.7,1007.8,903.6,14,25.02
238.1,0,0,185.7,0,1118.8,789.3,7,8
238.1,0,0,185.7,0,1118.8,769.3,28,26.32
339,0,0,197,0,968,781,180,33.7
307,0,0,193,0,968,812,3,15.53
148,0,182,158,16,1002,830,28,7.4
305.3,203.5,0,203.5,0,965.4,631,28,35.85
145.4,0,178.9,201.7,7.8,867.2,824,28,14.7
255.9,0,59.3,195.2,6.1,1134.3,755.8,28,27.53
212.5,0,100.4,159.2,7.5,1007.3,903.6,56,74.99
397,0,0,192,0,940.6,785.6,28,23.4
349,0,0,192,0,1047,806.9,90,25.18
276,119,0,190,9,1012,830,28,63.53
480,0,0,192,0,936.2,712.2,3,18
157,236,0,193,0,968,695,28,61.09
332.5,142.5,0,228,0,932,594,3,4.57
266,90,78,199,10,931,762,28,69.66
286.3,0,0,144.7,0,1002,803.7,28,46.2
135.7,0,195.2,181.7,9.5,959.2,705.2,28,13.2
427.5,47.5,0,228,0,932,594,365,53.39
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,65.2
382,0,0,186,0,1047,739,28,61.07
342,38,0,228,0,932,670,365,39
349,0,0,192,0,1047,806.2,180,37.92
389.9,137.2,0,189.3,0,944.7,781.2,3,23.51
200,0,0,180,0,1125,845,3,13.09
238.1,0,0,186.7,0,949.9,847,28,31.18
480,0,0,192,0,936.2,712.2,180,43.01
359.4,19.6,141.6,154.8,9.6,941.6,801.9,7,36.25
401.8,94.7,0,147.4,11.4,946.8,852.2,56,66.7
375,93.8,0,126.6,23.4,852.1,992.6,100,51.72
167.4,129.9,128.6,175.5,7.8,1007.3,746.6,100,49.77
385,20,94,157,14.3,938,845,28,59
350,0,0,203,0,974,775,14,27.68
108.3,162.4,0,203.5,0,938.2,849,90,53.3
181.4,0,167,169.6,7.6,1055.6,777.8,100,46.23
313.3,262.2,0,175.5,0,1046.9,611.8,90,65.2
190.8,190.3,185.7,185.7,0,1055,744.3,28,27.22
238.1,0,0,185.7,0,1118.8,789.3,28,65.91
305.3,203.5,0,203.5,0,965.4,631,28,39.45
349,0,0,192,0,1047,806,28,31.35
252.3,0,98.8,146.3,14.2,987.8,889,100,40.93
350,0,0,203,0,974,775,28,47.28
144.7,139.4,0,193.3,9.4,880.4,678,28,32.76
213.8,98.1,24.5,181.7,9.5,1065.8,785.4,28,38.7
135.7,203.5,0,185.7,0,1076.2,759.3,7,15.53
298,0,107,167,11,919,781,28,46.23
238.1,0,0,185.7,0,1118.8,789.3,28,27.42
385,0,0,186,0,1066,763,28,76.8
238,0,0,186,0,1119,789,28,61.24
339.2,0,0,185.7,0,1069.2,754.3,28,25.75
276,144,0,180,11,903,768,28,31.18
284,15,141,179,5.5,842,801,28,69.66
525,0,0,189,0,1125,613,7,41.72
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,56.83
198.6,0,0,192,0,978.4,825.5,28,25.1
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,57.21
393,0,0,192,0,940,785,3,24.66
252.3,0,98.8,192.9,7,953.4,885,7,39.45
277.1,0,97.4,160.6,11.8,973.9,875.6,3,13.54
252,0,0,185,0,1111,784,7,14.59
376,0,0,214.6,0,1003.5,762.4,100,60.95
381.4,0,0,185.7,0,1104.6,784.3,28,34.4
296,0,0,192,0,1031,758,28,33.06
525,0,0,189,0,1125,613,90,52.45
122.6,183.9,0,203.5,0,958.2,800.9,7,12.18
237.5,237.5,0,228,0,932,594,270,40.93
135,162,126,172,10,923,764,28,36.45
331,0,0,192,0,978,825,180,39.66
349,0,0,192,0,1047,806.9,28,24.9
281,0,0,186,0,1104,774,28,37.8
133.1,200,0,203.5,0,927.4,839.2,7,20.73
349,0,0,192,0,1047,806.9,3,23.74
170.3,163.8,0,196.1,6.1,1026.6,756.7,28,29.07
236,0,0,192,0,968,885,28,29.75
427.5,47.5,0,228,0,932,670,7,35.3
200,133,0,192,0,965.4,806.2,7,25.1
322,0,0,184,0,968,816,7,12.46
385,0,0,186,0,966,763,7,52.01
134,166,134,179,18,879,774,28,52.3
516,0,0,162,12.3,967,871,28,45.37
212.6,0,100.4,159.4,10.4,1003.5,903.8,14,33.31
350,0,0,203,0,1085,775,14,29.41
159,209,0,193,9,1047,697,28,39.42
200,200,0,190,0,1145,660,28,50.6
339,0,0,197,0,968,781,28,47.4
425,106.3,0,153.5,16.5,852.1,887.1,3,15.34
213.5,42.1,174.2,154.6,11.7,1052.3,775.5,14,41.54
133,200,0,192,0,927.4,839.2,28,39.46
238.2,158.8,0,185.7,0,1040.6,734.3,28,44.14
200,133,0,192,0,965.4,806.2,7,23.85
157,236,0,192,0,935.4,781.2,28,30.12
380,342.1,0,228,0,955.1,694.1,28,32.05
427.5,47.5,0,228,0,932,594,90,49.19
393,0,0,190,0,1119,784,7,9.13
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,37.27
439,177,0,186.4,11.2,878.6,707.9,28,63.53
349,0,0,192,0,1056,809,28,24.58
122.6,183.9,0,203.5,0,958.2,800.1,90,63.14
475,0,0,228,0,932,594,270,33.12
425,106.3,0,153.5,16.5,852.1,887.1,3,35.3
322.5,210.7,0,185.7,10,979.6,613.2,28,35.86
491,26,123,210,3.9,882,699,90,41.16
307,0,0,193,0,968,712,90,40.86
331,0,0,192,0,978,825,3,3.32
393,0,0,192,0,940.6,785.6,28,43.94
362.6,189,0,164.9,11.6,944.7,755.8,56,61.99
397,0,0,185.7,0,1040.6,734.3,28,34.74
238,0,0,185,0,1118,789,28,19.69
385,0,0,186,0,966,763,270,40.15
212.5,0,100.4,159.5,8.7,1005.8,903.8,100,42.42
116,173,0,192,0,1002,785.6,90,51.04
425,106.3,0,153.5,16.5,852.1,887.1,91,66.9
255,0,0,192,0,889.8,945,90,30.39
166,260,0,181.4,12.6,859,827,56,35.76
167,129.8,167,177.9,5.7,1043.6,746.6,14,17.24
212.6,0,124.8,159.4,8.9,1085.4,799.5,56,37.81
313.3,262.2,0,175.5,8.6,1046.9,611.8,14,50.73
158.8,238.2,0,185.7,0,1040.6,734.3,28,27.68
251.4,0,98.8,146.1,10.4,1006,899.8,100,55.51
376,0,0,214.6,0,1003.5,762.4,100,56.34
166,0,150.4,180.8,11.7,1023.3,729.7,28,44.61
173.8,93.4,159.9,172.3,9.7,1007.3,746.6,91,74.36
139.6,192,0,192,0,1047,806.9,3,27.94
525,0,0,189,0,1125,613,28,32.4
349,0,0,192,0,1047,758,7,39.29
427.5,47.5,0,228,0,932,594,180,43.57
350,0,0,203,0,974,775,14,42.29
302,0,0,192,0,942,801,7,31.74
397,17.2,158,167,20.8,967,633,28,54.9
359.9,19,141.9,154.8,10.9,942.7,801.4,91,66.9
251.4,0,0,170.2,10.2,1043.6,754.3,56,57.23
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,24.48
198.6,132.4,0,192,0,978.4,825.5,90,37.33
251.4,0,118.3,185.7,5.8,1069.3,754.3,3,14.84
186.2,124.1,0,185.7,0,1083.4,764.3,28,55.55
380,95,0,228,0,932,670,90,52.3
213.7,0,174.7,154.8,11.2,1052.3,811.8,100,56.14
192,288,0,192,0,935.4,806.2,90,67.57
349,0,0,192,0,1047,806.9,28,53.39
153.6,145.3,112.6,178.9,10,822.2,824,28,42.13
500,0,0,200,0,1125,613,7,30.12
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,61.46
212.5,0,100.4,159.3,0,1007.8,903.6,14,25.89
376,0,0,214.6,0,1003.5,762.4,100,50.24
295,0,0,183,0,1060,734,7,14.59
380,95,0,228,0,932,594,90,37.23
374,0,0,170.2,5.3,927.4,739.3,28,61.07
500,0,0,200,0,1125,613,90,38.6
382,0,0,185,0,1047,739,180,66.1
427.5,47.5,0,228,0,932,594,180,61.07
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,41.05
250,0,95.7,191.8,5.3,948.9,857.2,14,35.31
255,99,77,189,6,919,749,28,66.95
362.6,189,0,164.9,11.6,944.7,755.8,7,36.64
277,0,0,191,3,968,676,28,29
331,193,0,193,0,978,825,3,9.74
500,0,0,182,12,1125,613,28,31.02
236,0,0,194,0,968,885,28,25.62
250,0,0,182,0,1100,820,28,25.72
230,0,118.3,195.5,4.6,1029.4,758.6,100,45.08
349,0,0,192,0,1056,809,28,33.04
331,0,0,192,0,1025,821,180,27.63
281,0,0,185,0,1104,784,28,23.69
387,20,94,157,11.6,938,845,7,18.13
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,29.07
310,0,0,192,0,1012,830,28,59.2
304,76,0,228,0,932,670,270,33.4
313,0,113,174,8,1002,783,28,42.62
446,24,79,162,0,967,712,7,38.6
252,0,0,180,0,1125,613,180,36.44
359,0,0,162,10.9,942,801,56,39.3
322,0,0,203,0,974,800,180,31.88
425,106.3,0,153.5,16.5,887.1,889,28,27.92
531.3,0,0,146.1,14.2,852.1,893.7,28,41.84
116,173,0,192,0,909.8,891.9,90,32.25
296,0,0,186,0,1119,769,28,21.54
382.5,0,0,185.7,0,1040.6,734.3,28,55.64
425,106.3,0,153.5,16.5,852.1,887.1,28,18.13
141.3,212,0,203.5,0,971.8,748.5,90,77.3
230,0,118.3,195.5,4.6,1029.4,758.6,3,15.03
300,0,0,185,0,1030,745,28,51.43
166.8,0,163,176.5,4.5,1058.7,780.1,14,29.75
238.2,158.8,0,185.7,0,1040.6,734.3,28,50.53
425,106.3,0,153.5,16.5,852.1,887.1,91,66.6
310,0,0,192,0,1012,830,28,31.42
133,200,0,192,0,927.4,839.2,180,41.1
349,0,0,192,0,1047,806,90,42.29
250,0,0,190,0,1100,820,28,49.2
236,0,0,193,0,968,885,365,25.12
173,116,0,192,0,946.8,856.8,90,26.31
349,0,0,192,0,1056,809,7,10.35
439,177,0,186,11.1,884.9,707.9,3,23.52
310,0,0,192,0,1012,830,3,9.69
148.1,116,106.1,209.7,8.1,878.8,847,28,46.39
139.6,0,0,192,0,947,839.2,7,8
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,61.24
500,147.2,0,200,0,1125,605,7,25.69
237.5,237.5,0,228,0,932,594,7,9.74
393,0,0,192,0,940.6,785.6,7,21.91
425,106.3,0,186.4,8.6,852.1,887.1,7,36.25
350,0,0,203,0,974,775,180,37.23
277,0,0,191,0,968,856,180,32.66
288,192,0,192,0,932,717.8,90,37.23
424,22,132,178,8.5,822,750,3,29.87
213.5,0,174.2,158.5,11.7,1052.3,796.2,100,44.52
331,0,0,180,0,1025,821,28,31.54
540,0,0,173,0,1125,613,90,33.31
400,0,0,187,0,1025,745,7,14.5
183.9,122.6,0,203.5,0,959.2,800.1,7,19.01
252.3,0,98.8,146.3,24.5,987.8,889,28,17.96
250.2,166.8,0,203.5,0,977.6,694.1,7,24.24
310,0,0,192,0,970,850,180,35.96
246.8,0,125.2,144.7,11.3,1104.6,800.9,56,79.3
313,145,0,178,8,867,824,28,11.96
198.6,132.4,0,192,0,978.4,825.5,90,39.23
387,20,94,167,15.2,938,833,56,39
108.3,162.4,113,203.5,7,847,849,28,37.43
295.7,0,95.6,171.5,8.9,955.1,859.2,28,34.74
331,0,0,192,0,978,825,180,35.1
149.1,26.2,126.5,183.8,5.8,838.6,698.3,28,29.73
155.8,0,143.6,163.8,0,1005.6,900.9,28,17.96
157,0,0,192,0,935.4,781.2,90,39.15
331,0,0,192,0,1025,821,28,33.7
295.7,0,95.6,171.5,9.5,852.1,887.1,28,34.67
425,106.3,0,153.5,16.5,852.1,887.1,91,78.8
349,0,0,192,0,1047,806,90,36.94
229.7,0,118.2,195.2,6.1,1028.1,757.6,28,37.91
385,0,0,185.7,0,1066,785.5,28,46.39
381.4,0,0,185.7,0,1104.6,784.3,7,10.39
393,0,0,192,0,940.6,785.6,7,21.82
307,0,0,193,0,968,812,365,28.1
198.6,132.4,100.5,192,0,978.4,825.5,14,25.73
158,24,79,162,11,967,712,28,31.18
289,0,0,192,0,913.2,895.3,7,24.1
331,0,0,192,0,1025,821,28,44.64
158.8,238.2,0,185.7,0,1040.6,734.3,28,20.77
362.6,0,0,164.9,11.6,944.7,755.8,7,37.81
295.7,0,95.6,171.5,8.9,852.1,859.2,28,34.9
236,157,0,192,0,935.4,784.3,3,10.79
339,0,0,197,0,968,781,7,14.5
389.9,189,0,145.9,22,944.7,801,56,54.38
277.2,97.8,24.5,160.5,11.2,1061.7,782.5,100,55.94
469,117.2,0,137.8,32.2,852.1,840.5,3,45.3
425,106.3,0,153.5,16.5,852.1,887.1,56,63.4
342,38,0,228,0,932,670,180,52.43
300,0,120,212,10,878,728,28,13.33
295,0,0,185,0,1069,769,28,25.75
540,0,0,173,1.9,1033,768,90,43.7
305.3,203.5,0,203.5,0,965.4,631,28,39.15
310,0,0,192,0,970.4,850.6,90,33.36
266,114,0,228,0,932,670,365,25.56
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,35.57
331,0,0,192,0,1025,821,90,56.34
236,0,0,192,0,972.6,749.1,7,17.22
318.8,212.5,0,155.7,14.3,852.1,880.4,7,38.02
158.8,0,124.1,158.5,11.3,1078.7,794.9,3,15.42
362.6,189,0,164.9,11.6,944.7,755.8,56,35.87
203.5,135.7,0,185.7,0,1076.2,759.3,28,37.23
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,55.9
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,46.23
166.8,0,150.2,140.8,10.2,1090,794.9,100,36.64
349,0,0,192,0,1047,806,28,22.75
300,0,0,185,0,1075,795,7,9.45
236,157,0,192,0,935.4,781.2,90,47.4
387,20,94,157,10.9,938,845,28,59.09
255,0,0,192,0,889.8,945,3,9.69
165,128.5,0,175.1,16.1,1005.8,746.6,56,56.7
318.8,212.5,0,155.7,10.8,852.1,759.3,100,49.9
167,0,167,164,7.9,1007.3,770.1,14,7.4
135.7,203.5,0,185.7,0,1076.2,759.3,7,23.35
380,95,0,228,0,1026,695,28,50.73
500,0,0,200,0,1125,613,3,12.47
167,50.1,167,164,7.9,1006.3,780.6,3,12.18
540,0,0,173,0,1125,613,28,68.5
190.7,0,125.4,162.1,7.8,1090,804,3,15.57
333,0,0,192,0,931.2,842.6,7,15.58
133,200,0,182,0,1145,856,28,26.92
379.5,151.2,0,153.9,15.9,1134.3,605,3,14.54
133,200,0,192,0,927.4,839.2,28,33.31
331,0,0,192,0,978,825,7,30.44
349,0,0,192,0,1047,806,180,29.72
190.3,0,125.4,161.9,9.9,998.2,901.8,14,30.96
225,116,0,181,0,1111,833,7,9.87
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,25.57
331,0,0,192,0,978,825,7,7.75
333,0,0,192,0,942.7,943.1,90,37.27
302,0,0,203,0,974,817,28,24.28
382.5,0,0,185.7,0,1111.6,784.3,7,13.33
212,141.3,0,203.5,0,999.8,822,28,37.92
374.2,0,0,214.6,10.1,1003.8,762.4,3,32.85
382,0,0,192,0,1111,784,7,11.65
190.3,0,125.2,166.6,9.9,1079,798.9,56,61.8
331,0,0,192,0,978,825,360,61.24
296,0,0,192,0,1085,765,28,38.5
393,0,0,185.7,0,1111.6,784.3,28,75.5
122.6,183.9,0,203.5,0,958.2,800,7,24
387,20,94,157,11.6,938,845,3,24.66
480,0,0,192,0,936.2,712.2,365,55.26
389.9,189,0,145.9,22,944.7,755.8,56,56.7
491,26,123,201,3.9,822,699,28,60.29
168,0,163.8,121.8,5.7,1058.7,780.1,28,55.64
213.5,50.1,174.2,154.6,11.7,1052.3,775.5,14,17.17
424,22,132,168,8.9,822,750,56,27.53
252,0,0,185,0,1113,784,7,14.2
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,28.24
500,0,0,200,0,1125,613,14,33.42
236,0,0,191,0,968,885,28,26.97
290.2,0,0,185.7,0,998.2,704.3,28,39.3
182,45.2,122,170.2,8.2,1059.4,780.7,56,54.77
480,0,0,192,0,936.2,712.2,28,27.94
277,0,0,191,0,968,856,180,35.34
238.1,0,0,186.7,0,949.9,847,3,6.9
233.8,0,94.6,197.9,4.6,947,852.2,56,44.03
181.4,166.8,0,203.5,8,877.2,867.7,28,48.7
446,0,79,162,11.6,967,712,56,66.6
349,0,0,192,0,1047,806,14,46.9
136,0,126,172,10,923,764,14,35.76
393,0,0,192,0,940.6,785.6,3,24.89
296,0,0,192,0,1085,765,28,26.86
295,0,0,185,0,1069,769,180,42.03
376,0,0,214.6,0,1003.5,762.4,100,40.15
286.3,0,0,144.7,12.2,1001.8,803.7,28,66.7
295,0,0,185,0,1069,769,28,39.7
313,145,132,178,8,1002,688,28,48.7
387,20,94,157,14.3,938,845,28,37.17
313,145,113,178,7,833,816,28,32.05
238.1,0,0,185.7,0,1118.8,789.3,28,31.97
238.2,0,0,185.7,0,949.9,795.3,100,34.56
425,106.3,0,153.5,16.5,852.1,887.1,7,54.9
166,260,0,183,13,859,827,28,8.54
393,0,0,192,0,940,785,28,29.87
359,19,141,154,10.9,942,801,360,42.62
307,0,0,193,0,968,812,3,19.77
261,100,78,171,7,936,763,100,48.97
322,0,0,203,0,974,800,120,40.93
153,0,0,192,0,888,943.1,90,56.81
238.1,0,0,185.7,0,1118.8,789.3,28,17.54
339.2,0,0,185.7,0,1069.2,754.3,7,19.54
491,26,123,201,3.9,822,699,3,19.77
480,0,0,192,0,927.4,821,3,35.1
181.4,0,167,169.6,7.6,1055.6,777.8,28,44.3
225,0,0,181,0,1113,833,7,16.89
349,0,0,192,0,1047,806,3,9.62
522,0,0,146,13.9,801,839,28,46.93
387.6,20.8,94.6,157.9,13.9,938,845,56,41.64
355.9,189,0,171.5,8.9,955.1,859.2,7,43.38
349,0,0,192,0,1047,806,90,39.06
491,26,123,210,3.9,882,699,3,34.57
159,0,143.6,163.8,9.7,1043.6,800,28,21.54
427.5,47.5,0,228,0,932,594,180,39.7
159,187,187,176,11,990,789,28,15.57
500,0,0,200,0,1125,613,28,33.4
144,0,175,158,18,943,844,28,17.82
296,137.2,0,209.7,11.9,870.1,744.3,28,24.89
181.9,272.8,0,185.7,0,1012.4,714.3,28,32.4
322,0,141,200,10.9,1047,678,56,51.96
108.3,162.4,0,203.5,0,938.2,849,28,35.23
349,0,0,192,0,879,849,28,38.6
288.4,121,0,177.4,7,907.9,829.5,28,31.65
246.8,0,125.1,143.3,12,959.2,800.9,56,40.87
491,26,123,201,3.9,822,699,56,61.99
500,0,0,200,0,1125,630,28,41.05
333,17.5,163,167,17.9,996,652,28,55.16
281,0,0,185,0,1104,774,28,17.84
157,236,0,192,0,935.4,781.2,28,32.88
200,200,0,192,0,978,825,7,22.72
333,0,0,192,0,931.2,842.6,28,28.1
500.1,0,0,200,0,961.2,613.2,3,25.75
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,46.24
218.2,54.6,123.8,140.8,5.9,1075.7,792.7,3,26.4
290.4,0,96.2,168.1,9.4,961.2,865,3,9.99
339,0,0,185,0,1069,754,28,25.75
254,0,0,192,0,968,863,7,21.06
173,116,0,192,0,946.8,856.8,7,18.28
333,0,0,192,0,931.2,842.6,7,15.69
133,200,0,192,0,927.4,839.2,28,31.74
446,24,79,162,11.6,967,712,28,67.11
212,141.3,0,203.5,1.8,973.4,750,56,44.52
251.4,0,0,185.7,5.8,1043.6,754.3,28,33.96
350,0,0,203,0,974,775,28,13.33
332.5,142.5,0,228,0,932,594,7,26.31
166.8,250.2,0,203.5,0,975.6,692.6,90,37.91
480,0,0,192,0,936.2,712.2,28,39.44
313,0,100,182,8,1002,689,28,26.06
400,0,0,182,3,1025,745,7,10.34
374,189.2,0,170.1,10.1,926.1,756.7,56,71.3
425,153.5,0,153.5,16.5,852.1,992.6,3,32.4
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.47
158.8,238.2,0,185.7,0,1040.6,734.3,7,21.91
332.5,147.2,0,185.7,0,967.1,712.2,7,32.85
255.3,98.8,77,188.6,6.1,919,749.1,28,46.39
475,0,0,173.8,2.6,1043.6,676.4,28,36.94
387,20,94,157,10.3,938,845,3,44.28
312.9,141.3,0,185.7,7,1012.4,690.3,28,61.23
236,0,0,194,0,968,885,28,17.24
424,22,132,178,8.9,822,750,365,43.94
252,0,0,185,0,1111,784,28,21.48
260,101,78,171,5,936,763,28,44.28
133,200,133,192,0,927.4,806.2,28,27.34
192,288,0,192,0,929.8,716.1,28,28.63
289,0,0,192,0,913.2,895.3,3,36.45
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,11.98
210.7,316.1,0,185.7,0,977,689.3,90,47.97
166.8,173.5,128.6,175.5,12.1,867.2,611.8,28,23.64
339,0,0,186,0,1069,759,3,21.91
349,0,0,192,0,1047,806,3,13.36
275,0,0,183,0,1088,808,120,50.95
166.8,250.2,0,203.5,0,975.6,692.6,3,12.37
362.6,189,0,164.9,11.6,944.7,755.8,91,47.03
194.7,0,0,165.7,7.5,1006.4,905.9,28,74.17
387,20,94,157,14.3,938,845,56,77.3
375,93.8,0,126.6,11.6,946.8,852.1,3,16.26
200,133,0,192,0,965.4,806.2,7,24.1
139.6,209.4,0,192,0,947,839.2,3,9.69
139.6,209.4,0,192,0,1047,806.9,7,15.04
531.3,0,0,141.8,28.2,852.1,893.7,3,28.3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,57.21
190.7,0,125.4,162.1,7.8,1088.1,802.6,56,74.99
424,22,132,178,8.5,882,750,28,44.86
531.3,0,0,141.8,28.2,852.1,893.7,3,22.9
362.6,189,0,164.9,11.6,944.7,755.8,91,54.9
202,11,141,206,1.7,942,801,3,12.05
525,0,0,189,0,1125,613,270,42.13
382,0,0,186,0,1111,784,28,74.7
313.3,145,0,178.5,8,1002,689.3,28,21.6
300,0,0,184,0,1075,795,28,33.7
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,65.2
349,0,0,192,0,1047,806,7,7.32
252.5,0,0,185.7,0,1111.6,784.3,28,33.7
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,39.45
337.9,0,0,185.7,0,884.9,728.5,28,39.3
262,111,86,195,5,895,733,28,37.44
236,0,0,193,0,968,885,180,25.45
439,177,0,186,11.1,884.9,707.9,56,31.84
102,153,0,192,0,887,942,7,26.26
178,129.8,118.6,179.9,3.6,1007.3,746.6,28,31.64
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,18.91
349,0,0,192,0,1047,806,28,30.39
397,0,0,185.7,0,1040.6,734.3,7,10.35
238.2,158.8,0,185.7,0,1040.6,734.3,28,37.17
212,19,141,154,11.6,942,801,56,65.91
236,0,0,193,0,968,885,180,44.4
252,0,0,186,0,968,889,3,21.54
397,0,0,186.7,0,1040.6,734.3,7,27.74
397,0,0,192,0,940.6,785.6,180,53.39
250,0,0,182,0,1100,820,7,34.4
475,0,0,228,0,932,594,180,57.23
380,0,0,228,0,932,670,270,55.83
393,0,0,192,0,940.6,785.6,28,39
252.5,0,0,185.7,0,1111.6,784.3,100,40.06
139.6,209.4,0,192,0,1047,806.9,90,66.42
525,0,0,189,0,1125,613,3,10.76
149,139,112,184,10,953,783,28,67.87
331,0,0,192,0,1104,774,28,17.54
252,0,0,186,0,1111,784,28,69.84
203.5,305.3,0,203.5,0,965.4,631,7,25.56
252,0,0,186,0,1111,784,7,23.52
425,106.3,0,151.4,18.6,936,803.7,28,50.7
349,0,0,192,0,1076,758,28,23.14
540,0,0,173,0,1125,613,7,21.92
183.9,122.6,0,203.5,0,959.2,800,3,9.74
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,60.28
333,0,0,192,0,931.2,842.6,28,45.94
525,0,0,189,0,1125,613,28,47.1
349,0,0,192,0,1047,806.9,28,24.45
213.7,98.1,24.5,181.7,6.9,1043.6,785.5,56,43.57
183.9,122.6,0,203.5,0,959.2,800,90,33.3
166.8,250.2,0,203.5,0,975.6,692.6,90,32.25
376,0,0,214.6,0,1003.5,762.4,56,36.56
236.9,157,0,185.7,0,966.2,763.4,56,39.3
332.5,142.5,0,228,0,932,594,28,56.1
540,0,0,173,0,1125,613,180,36.56
116,173,0,192,0,909.8,891.9,28,37.27
233.8,0,94.6,197.9,6,949.9,847,14,12.46
210.7,316.1,0,185.7,0,977,689.3,28,21.54
116,173,0,192,0,909.8,856.8,90,31.18
222.4,0,96.7,189.3,4.5,967.1,870.3,56,64.9
350,0,0,203,0,1069,775,7,15.62
159,0,116,175,15,953,720,28,26.94
212,0,125,210,12,961,805,28,65.91
190.3,0,125.4,166.6,9.9,1090,785.5,28,33.72
540,0,0,173,0,1125,613,180,33.73
310,0,0,192,0,970,850,7,28.68
376,0,0,214.6,0,1003.5,762.4,28,27.04
139.6,209.4,0,192,0,1047,806.9,90,29.23
331,0,0,192,8,1021,821,28,56.85
213.5,98.1,24.5,213.5,6.7,1065.8,785.6,56,52.42
313.3,143,113,175,5.2,878.6,605,28,30.39
397,0,0,186,0,1040,734,3,4.83
333,0,0,192,0,931.2,833,90,41.05
355.9,189,167.9,167.9,18.6,944.7,659.9,28,35.23
183.9,122.6,0,203.5,0,959.2,800,28,33.05
238,0,0,185,0,1118,789,28,17.22
139.6,209.4,0,192,0,1047.8,806.9,180,49.8
313.3,145,0,178.5,8,1002,688.7,28,29.39
153,102,0,192,0,888,943.1,90,40.27
272.8,0,0,186.7,0,1012.4,714.3,3,13.46
339,0,0,185,0,1060,754,28,47.97
375,0,0,186,0,1038,758,28,59.89
376,0,0,197,0,936,762,180,26.92
190.7,0,125.2,162.1,9.9,1046.9,804,3,6.88
475,0,0,228,0,932,594,180,38.22
236,157,0,192,0,972.6,749.1,7,18.13
190.7,0,125.4,162.1,7.8,1090,804,3,18.28
